,date,team,home,home_next,date_next,team_opp,team_opp_next
0,2024-01-24,DET,1,1.0,2024-01-27,CHA,WAS
1,2024-01-24,WAS,1,1.0,2024-01-25,MIN,UTA
2,2024-01-24,MIA,1,1.0,2024-01-25,MEM,BOS
3,2024-01-24,HOU,1,0.0,2024-01-26,POR,CHA
4,2024-01-24,MIL,1,1.0,2024-01-26,CLE,CLE
5,2024-01-24,DAL,1,0.0,2024-01-26,PHX,ATL
6,2024-01-24,SAS,1,1.0,2024-01-26,OKC,POR
7,2024-01-24,GSW,1,1.0,2024-01-25,ATL,SAC
583,2024-01-24,MIN,0,0.0,2024-01-25,WAS,BKN
584,2024-01-24,MEM,0,1.0,2024-01-26,MIA,ORL
582,2024-01-24,CHA,0,1.0,2024-01-26,DET,HOU
585,2024-01-24,POR,0,0.0,2024-01-26,HOU,SAS
586,2024-01-24,CLE,0,0.0,2024-01-26,MIL,MIL
589,2024-01-24,ATL,0,1.0,2024-01-26,GSW,DAL
588,2024-01-24,OKC,0,0.0,2024-01-26,SAS,NOP
587,2024-01-24,PHX,0,0.0,2024-01-26,DAL,IND
592,2024-01-25,MIN,0,0.0,2024-01-27,BKN,SAS
591,2024-01-25,UTA,0,0.0,2024-01-27,WAS,CHA
593,2024-01-25,BOS,0,1.0,2024-01-27,MIA,LAC
594,2024-01-25,DEN,0,1.0,2024-01-27,NYK,PHI
590,2024-01-25,PHI,0,0.0,2024-01-27,IND,DEN
596,2024-01-25,CHI,0,0.0,2024-01-28,LAL,POR
595,2024-01-25,SAC,0,0.0,2024-01-27,GSW,DAL
9,2024-01-25,WAS,1,0.0,2024-01-27,UTA,DET
14,2024-01-25,LAL,1,0.0,2024-01-27,CHI,GSW
13,2024-01-25,GSW,1,1.0,2024-01-27,SAC,LAL
12,2024-01-25,NYK,1,1.0,2024-01-27,DEN,MIA
11,2024-01-25,MIA,1,0.0,2024-01-27,BOS,NYK
10,2024-01-25,BKN,1,1.0,2024-01-27,MIN,HOU
8,2024-01-25,IND,1,1.0,2024-01-26,PHI,PHX
19,2024-01-26,MEM,1,0.0,2024-01-28,ORL,IND
18,2024-01-26,TOR,1,0.0,2024-01-28,LAC,ATL
17,2024-01-26,IND,1,1.0,2024-01-28,PHX,MEM
16,2024-01-26,CHA,1,1.0,2024-01-27,HOU,UTA
15,2024-01-26,ATL,1,1.0,2024-01-28,DAL,TOR
22,2024-01-26,SAS,1,1.0,2024-01-27,POR,MIN
20,2024-01-26,MIL,1,1.0,2024-01-27,CLE,NOP
21,2024-01-26,NOP,1,0.0,2024-01-27,OKC,MIL
604,2024-01-26,POR,0,1.0,2024-01-28,SAS,CHI
597,2024-01-26,DAL,0,1.0,2024-01-27,ATL,SAC
598,2024-01-26,HOU,0,0.0,2024-01-27,CHA,BKN
599,2024-01-26,PHX,0,0.0,2024-01-28,IND,ORL
600,2024-01-26,LAC,0,0.0,2024-01-27,TOR,BOS
601,2024-01-26,ORL,0,1.0,2024-01-28,MEM,PHX
602,2024-01-26,CLE,0,1.0,2024-01-29,MIL,LAC
603,2024-01-26,OKC,0,0.0,2024-01-28,NOP,DET
611,2024-01-27,NOP,0,0.0,2024-01-29,MIL,BOS
605,2024-01-27,WAS,0,0.0,2024-01-29,DET,SAS
606,2024-01-27,MIA,0,1.0,2024-01-29,NYK,PHX
607,2024-01-27,PHI,0,0.0,2024-01-29,DEN,POR
608,2024-01-27,HOU,0,1.0,2024-01-29,BKN,LAL
614,2024-01-27,SAC,0,0.0,2024-01-29,DAL,MEM
613,2024-01-27,MIN,0,0.0,2024-01-29,SAS,OKC
609,2024-01-27,LAC,0,0.0,2024-01-29,BOS,CLE
610,2024-01-27,UTA,0,0.0,2024-01-29,CHA,BKN
612,2024-01-27,LAL,0,0.0,2024-01-29,GSW,HOU
23,2024-01-27,DET,1,1.0,2024-01-28,WAS,OKC
24,2024-01-27,NYK,1,0.0,2024-01-29,MIA,CHA
26,2024-01-27,BKN,1,1.0,2024-01-29,HOU,UTA
27,2024-01-27,BOS,1,1.0,2024-01-29,LAC,NOP
28,2024-01-27,CHA,1,1.0,2024-01-29,UTA,NYK
29,2024-01-27,MIL,1,0.0,2024-01-29,NOP,DEN
30,2024-01-27,GSW,1,1.0,2024-01-30,LAL,PHI
31,2024-01-27,SAS,1,1.0,2024-01-29,MIN,WAS
32,2024-01-27,DAL,1,1.0,2024-01-29,SAC,ORL
25,2024-01-27,DEN,1,1.0,2024-01-29,PHI,MIL
37,2024-01-28,POR,1,1.0,2024-01-29,CHI,PHI
36,2024-01-28,ORL,1,0.0,2024-01-29,PHX,DAL
615,2024-01-28,OKC,0,1.0,2024-01-29,DET,MIN
616,2024-01-28,MEM,0,1.0,2024-01-29,IND,SAC
619,2024-01-28,CHI,0,1.0,2024-01-30,POR,TOR
618,2024-01-28,PHX,0,0.0,2024-01-29,ORL,MIA
35,2024-01-28,ATL,1,1.0,2024-01-30,TOR,LAL
34,2024-01-28,IND,1,0.0,2024-01-30,MEM,BOS
33,2024-01-28,DET,1,0.0,2024-01-31,OKC,CLE
617,2024-01-28,TOR,0,0.0,2024-01-30,ATL,CHI
48,2024-01-29,DEN,1,0.0,2024-01-31,MIL,OKC
38,2024-01-29,CHA,1,1.0,2024-01-31,NYK,CHI
49,2024-01-29,POR,1,1.0,2024-01-31,PHI,MIL
47,2024-01-29,DAL,1,0.0,2024-01-31,ORL,MIN
42,2024-01-29,MIA,1,1.0,2024-01-31,PHX,SAC
45,2024-01-29,OKC,1,1.0,2024-01-31,MIN,DEN
629,2024-01-29,ORL,0,0.0,2024-01-31,DAL,SAS
630,2024-01-29,MIL,0,0.0,2024-01-31,DEN,POR
631,2024-01-29,PHI,0,0.0,2024-01-30,POR,GSW
626,2024-01-29,SAC,0,0.0,2024-01-31,MEM,MIA
625,2024-01-29,LAL,0,0.0,2024-01-30,HOU,ATL
624,2024-01-29,PHX,0,0.0,2024-01-31,MIA,BKN
623,2024-01-29,UTA,0,0.0,2024-01-30,BKN,NYK
622,2024-01-29,NOP,0,0.0,2024-01-31,BOS,HOU
621,2024-01-29,LAC,0,0.0,2024-01-31,CLE,WAS
620,2024-01-29,NYK,0,1.0,2024-01-30,CHA,UTA
41,2024-01-29,BKN,1,1.0,2024-01-31,UTA,PHX
40,2024-01-29,BOS,1,1.0,2024-01-30,NOP,IND
39,2024-01-29,CLE,1,1.0,2024-01-31,LAC,DET
628,2024-01-29,WAS,0,1.0,2024-01-31,SAS,LAC
44,2024-01-29,MEM,1,1.0,2024-02-01,SAC,CLE
46,2024-01-29,SAS,1,1.0,2024-01-31,WAS,ORL
43,2024-01-29,HOU,1,1.0,2024-01-31,LAL,NOP
627,2024-01-29,MIN,0,1.0,2024-01-31,OKC,DAL
54,2024-01-30,GSW,1,0.0,2024-02-02,PHI,MEM
52,2024-01-30,NYK,1,1.0,2024-02-01,UTA,IND
51,2024-01-30,BOS,1,1.0,2024-02-01,IND,LAL
50,2024-01-30,ATL,1,1.0,2024-02-02,LAL,PHX
632,2024-01-30,LAL,0,0.0,2024-02-01,ATL,BOS
633,2024-01-30,IND,0,0.0,2024-02-01,BOS,NYK
634,2024-01-30,UTA,0,1.0,2024-02-01,NYK,PHI
53,2024-01-30,CHI,1,0.0,2024-01-31,TOR,CHA
636,2024-01-30,PHI,0,0.0,2024-02-01,GSW,UTA
635,2024-01-30,TOR,0,0.0,2024-02-02,CHI,HOU
64,2024-01-31,POR,1,0.0,2024-02-02,MIL,DEN
63,2024-01-31,BKN,1,0.0,2024-02-03,PHX,PHI
642,2024-01-31,DAL,0,1.0,2024-02-03,MIN,MIL
61,2024-01-31,OKC,1,1.0,2024-02-02,DEN,CHA
57,2024-01-31,WAS,1,1.0,2024-02-02,LAC,MIA
638,2024-01-31,DET,0,1.0,2024-02-02,CLE,LAC
639,2024-01-31,LAC,0,0.0,2024-02-02,WAS,DET
640,2024-01-31,SAC,0,0.0,2024-02-02,MIA,IND
646,2024-01-31,MIL,0,0.0,2024-02-03,POR,DAL
645,2024-01-31,PHX,0,0.0,2024-02-02,BKN,ATL
644,2024-01-31,ORL,0,0.0,2024-02-02,SAS,MIN
643,2024-01-31,DEN,0,1.0,2024-02-02,OKC,POR
56,2024-01-31,CLE,1,0.0,2024-02-01,DET,MEM
637,2024-01-31,CHI,0,1.0,2024-02-03,CHA,SAC
62,2024-01-31,SAS,1,1.0,2024-02-02,ORL,NOP
641,2024-01-31,NOP,0,0.0,2024-02-02,HOU,SAS
58,2024-01-31,MIA,1,0.0,2024-02-02,SAC,WAS
59,2024-01-31,HOU,1,1.0,2024-02-02,NOP,TOR
60,2024-01-31,MIN,1,1.0,2024-02-02,DAL,ORL
55,2024-01-31,CHA,1,0.0,2024-02-02,CHI,OKC
65,2024-02-01,BOS,1,1.0,2024-02-04,LAL,MEM
66,2024-02-01,NYK,1,1.0,2024-02-03,IND,LAL
68,2024-02-01,UTA,1,1.0,2024-02-04,PHI,MIL
67,2024-02-01,MEM,1,1.0,2024-02-02,CLE,GSW
650,2024-02-01,PHI,0,1.0,2024-02-03,UTA,BKN
649,2024-02-01,CLE,0,0.0,2024-02-03,MEM,SAS
648,2024-02-01,IND,0,1.0,2024-02-02,NYK,SAC
647,2024-02-01,LAL,0,0.0,2024-02-03,BOS,NYK
77,2024-02-02,SAS,1,1.0,2024-02-03,NOP,CLE
660,2024-02-02,POR,0,0.0,2024-02-04,DEN,DEN
659,2024-02-02,NOP,0,1.0,2024-02-05,SAS,TOR
658,2024-02-02,CHA,0,1.0,2024-02-04,OKC,IND
657,2024-02-02,ORL,0,0.0,2024-02-04,MIN,DET
656,2024-02-02,GSW,0,0.0,2024-02-03,MEM,ATL
655,2024-02-02,TOR,0,0.0,2024-02-04,HOU,OKC
654,2024-02-02,SAC,0,0.0,2024-02-03,IND,CHI
653,2024-02-02,PHX,0,0.0,2024-02-04,ATL,WAS
78,2024-02-02,DEN,1,1.0,2024-02-04,POR,POR
652,2024-02-02,MIA,0,1.0,2024-02-04,WAS,LAC
69,2024-02-02,DET,1,1.0,2024-02-04,LAC,ORL
70,2024-02-02,WAS,1,1.0,2024-02-04,MIA,PHX
71,2024-02-02,ATL,1,1.0,2024-02-03,PHX,GSW
72,2024-02-02,IND,1,0.0,2024-02-04,SAC,CHA
73,2024-02-02,HOU,1,0.0,2024-02-04,TOR,MIN
74,2024-02-02,MEM,1,0.0,2024-02-04,GSW,BOS
75,2024-02-02,MIN,1,1.0,2024-02-04,ORL,HOU
76,2024-02-02,OKC,1,1.0,2024-02-04,CHA,TOR
651,2024-02-02,LAC,0,0.0,2024-02-04,DET,MIA
661,2024-02-03,BKN,0,1.0,2024-02-05,PHI,GSW
662,2024-02-03,GSW,0,0.0,2024-02-05,ATL,BKN
663,2024-02-03,SAC,0,0.0,2024-02-05,CHI,CLE
664,2024-02-03,MIL,0,0.0,2024-02-04,DAL,UTA
665,2024-02-03,LAL,0,0.0,2024-02-05,NYK,CHA
666,2024-02-03,CLE,0,1.0,2024-02-05,SAS,SAC
84,2024-02-03,SAS,1,0.0,2024-02-07,CLE,MIA
83,2024-02-03,NYK,1,1.0,2024-02-06,LAL,MEM
79,2024-02-03,PHI,1,1.0,2024-02-05,BKN,DAL
80,2024-02-03,ATL,1,1.0,2024-02-05,GSW,LAC
81,2024-02-03,CHI,1,1.0,2024-02-06,SAC,MIN
82,2024-02-03,DAL,1,0.0,2024-02-05,MIL,PHI
90,2024-02-04,MIN,1,0.0,2024-02-06,HOU,CHI
91,2024-02-04,OKC,1,0.0,2024-02-06,TOR,UTA
92,2024-02-04,UTA,1,1.0,2024-02-06,MIL,OKC
93,2024-02-04,DEN,1,0.0,2024-02-08,POR,LAL
87,2024-02-04,BOS,1,1.0,2024-02-07,MEM,ATL
89,2024-02-04,MIA,1,1.0,2024-02-06,LAC,ORL
675,2024-02-04,POR,0,1.0,2024-02-08,DEN,DET
85,2024-02-04,DET,1,0.0,2024-02-07,ORL,SAC
667,2024-02-04,ORL,0,0.0,2024-02-06,DET,MIA
668,2024-02-04,PHX,0,1.0,2024-02-06,WAS,MIL
669,2024-02-04,MEM,0,0.0,2024-02-06,BOS,NYK
670,2024-02-04,IND,0,1.0,2024-02-06,CHA,HOU
671,2024-02-04,LAC,0,0.0,2024-02-05,MIA,ATL
672,2024-02-04,HOU,0,0.0,2024-02-06,MIN,IND
673,2024-02-04,TOR,0,0.0,2024-02-05,OKC,NOP
674,2024-02-04,MIL,0,0.0,2024-02-06,UTA,PHX
86,2024-02-04,WAS,1,1.0,2024-02-07,PHX,CLE
88,2024-02-04,CHA,1,1.0,2024-02-05,IND,LAL
98,2024-02-05,BKN,1,1.0,2024-02-06,GSW,DAL
94,2024-02-05,CHA,1,1.0,2024-02-07,LAL,TOR
95,2024-02-05,CLE,1,0.0,2024-02-07,SAC,WAS
99,2024-02-05,NOP,1,0.0,2024-02-07,TOR,LAC
96,2024-02-05,PHI,1,1.0,2024-02-07,DAL,GSW
97,2024-02-05,ATL,1,0.0,2024-02-07,LAC,BOS
681,2024-02-05,TOR,0,0.0,2024-02-07,NOP,CHA
680,2024-02-05,GSW,0,0.0,2024-02-07,BKN,PHI
679,2024-02-05,LAC,0,1.0,2024-02-07,ATL,NOP
677,2024-02-05,SAC,0,1.0,2024-02-07,CLE,DET
676,2024-02-05,LAL,0,1.0,2024-02-08,CHA,DEN
678,2024-02-05,DAL,0,0.0,2024-02-06,PHI,BKN
100,2024-02-06,IND,1,1.0,2024-02-08,HOU,GSW
683,2024-02-06,DAL,0,0.0,2024-02-08,BKN,NYK
685,2024-02-06,MEM,0,1.0,2024-02-08,NYK,CHI
686,2024-02-06,MIN,0,0.0,2024-02-08,CHI,MIL
687,2024-02-06,OKC,0,0.0,2024-02-10,UTA,DAL
688,2024-02-06,MIL,0,1.0,2024-02-08,PHX,MIN
106,2024-02-06,PHX,1,1.0,2024-02-08,MIL,UTA
105,2024-02-06,UTA,1,0.0,2024-02-08,OKC,PHX
104,2024-02-06,CHI,1,0.0,2024-02-08,MIN,MEM
103,2024-02-06,NYK,1,1.0,2024-02-08,MEM,DAL
102,2024-02-06,MIA,1,1.0,2024-02-07,ORL,SAS
101,2024-02-06,BKN,1,1.0,2024-02-08,DAL,CLE
682,2024-02-06,HOU,0,0.0,2024-02-09,IND,TOR
684,2024-02-06,ORL,0,1.0,2024-02-08,MIA,SAS
689,2024-02-07,TOR,0,1.0,2024-02-09,CHA,HOU
691,2024-02-07,ATL,0,0.0,2024-02-09,BOS,PHI
113,2024-02-07,SAC,1,1.0,2024-02-09,DET,DEN
112,2024-02-07,LAC,1,1.0,2024-02-10,NOP,DET
111,2024-02-07,PHI,1,1.0,2024-02-09,GSW,ATL
690,2024-02-07,CLE,0,0.0,2024-02-08,WAS,BKN
109,2024-02-07,BOS,1,1.0,2024-02-09,ATL,WAS
110,2024-02-07,MIA,1,1.0,2024-02-11,SAS,BOS
107,2024-02-07,CHA,1,0.0,2024-02-09,TOR,MIL
695,2024-02-07,DET,0,0.0,2024-02-08,SAC,POR
694,2024-02-07,NOP,0,0.0,2024-02-09,LAC,LAL
693,2024-02-07,GSW,0,0.0,2024-02-08,PHI,IND
692,2024-02-07,SAS,0,0.0,2024-02-08,MIA,ORL
108,2024-02-07,WAS,1,0.0,2024-02-09,CLE,BOS
114,2024-02-08,IND,1,0.0,2024-02-10,GSW,NYK
115,2024-02-08,ORL,1,1.0,2024-02-10,SAS,CHI
116,2024-02-08,BKN,1,1.0,2024-02-10,CLE,SAS
117,2024-02-08,NYK,1,1.0,2024-02-10,DAL,IND
120,2024-02-08,PHX,1,0.0,2024-02-10,UTA,GSW
119,2024-02-08,MIL,1,1.0,2024-02-09,MIN,CHA
121,2024-02-08,LAL,1,1.0,2024-02-09,DEN,NOP
704,2024-02-08,DET,0,0.0,2024-02-10,POR,LAC
703,2024-02-08,DEN,0,0.0,2024-02-09,LAL,SAC
702,2024-02-08,UTA,0,1.0,2024-02-12,PHX,GSW
701,2024-02-08,MIN,0,0.0,2024-02-12,MIL,LAC
700,2024-02-08,CHI,0,0.0,2024-02-10,MEM,ORL
699,2024-02-08,DAL,0,1.0,2024-02-10,NYK,OKC
698,2024-02-08,CLE,0,0.0,2024-02-10,BKN,TOR
697,2024-02-08,SAS,0,0.0,2024-02-10,ORL,BKN
696,2024-02-08,GSW,0,1.0,2024-02-10,IND,PHX
118,2024-02-08,MEM,1,0.0,2024-02-10,CHI,CHA
122,2024-02-08,POR,1,1.0,2024-02-10,DET,NOP
707,2024-02-09,HOU,0,0.0,2024-02-10,TOR,ATL
706,2024-02-09,WAS,0,1.0,2024-02-10,BOS,PHI
123,2024-02-09,PHI,1,0.0,2024-02-10,ATL,WAS
705,2024-02-09,ATL,0,1.0,2024-02-10,PHI,HOU
125,2024-02-09,TOR,1,1.0,2024-02-10,HOU,CLE
126,2024-02-09,MIL,1,1.0,2024-02-12,CHA,DEN
127,2024-02-09,SAC,1,0.0,2024-02-11,DEN,OKC
124,2024-02-09,BOS,1,0.0,2024-02-11,WAS,MIA
710,2024-02-09,NOP,0,0.0,2024-02-10,LAL,POR
709,2024-02-09,DEN,0,0.0,2024-02-12,SAC,MIL
708,2024-02-09,CHA,0,1.0,2024-02-10,MIL,MEM
128,2024-02-09,LAL,1,1.0,2024-02-13,NOP,DET
711,2024-02-10,OKC,0,1.0,2024-02-11,DAL,SAC
721,2024-02-10,NOP,0,0.0,2024-02-12,POR,MEM
714,2024-02-10,MEM,0,1.0,2024-02-12,CHA,NOP
715,2024-02-10,CHI,0,0.0,2024-02-12,ORL,ATL
716,2024-02-10,PHI,0,0.0,2024-02-12,WAS,CLE
717,2024-02-10,HOU,0,1.0,2024-02-12,ATL,NYK
718,2024-02-10,IND,0,0.0,2024-02-12,NYK,CHA
719,2024-02-10,CLE,0,1.0,2024-02-12,TOR,PHI
720,2024-02-10,PHX,0,1.0,2024-02-13,GSW,SAC
712,2024-02-10,DET,0,0.0,2024-02-13,LAC,LAL
713,2024-02-10,SAS,0,0.0,2024-02-12,BKN,TOR
139,2024-02-10,POR,1,1.0,2024-02-13,NOP,MIN
138,2024-02-10,GSW,1,0.0,2024-02-12,PHX,UTA
137,2024-02-10,TOR,1,1.0,2024-02-12,CLE,SAS
135,2024-02-10,ATL,1,1.0,2024-02-12,HOU,CHI
134,2024-02-10,WAS,1,0.0,2024-02-12,PHI,DAL
136,2024-02-10,NYK,1,0.0,2024-02-12,IND,HOU
132,2024-02-10,CHA,1,1.0,2024-02-12,MEM,IND
131,2024-02-10,BKN,1,1.0,2024-02-13,SAS,BOS
130,2024-02-10,LAC,1,1.0,2024-02-12,DET,MIN
129,2024-02-10,DAL,1,1.0,2024-02-12,OKC,WAS
133,2024-02-10,ORL,1,1.0,2024-02-13,CHI,OKC
723,2024-02-11,SAC,0,0.0,2024-02-13,OKC,PHX
140,2024-02-11,MIA,1,0.0,2024-02-13,BOS,MIL
141,2024-02-11,OKC,1,0.0,2024-02-13,SAC,ORL
722,2024-02-11,BOS,0,0.0,2024-02-13,MIA,BKN
731,2024-02-12,WAS,0,0.0,2024-02-14,DAL,NOP
730,2024-02-12,DEN,0,1.0,2024-02-14,MIL,SAC
729,2024-02-12,NOP,0,1.0,2024-02-14,MEM,WAS
147,2024-02-12,MEM,1,1.0,2024-02-14,NOP,HOU
724,2024-02-12,IND,0,0.0,2024-02-14,CHA,TOR
725,2024-02-12,PHI,0,1.0,2024-02-14,CLE,MIA
732,2024-02-12,GSW,0,1.0,2024-02-14,UTA,LAC
728,2024-02-12,NYK,0,0.0,2024-02-14,HOU,ORL
733,2024-02-12,MIN,0,0.0,2024-02-13,LAC,POR
727,2024-02-12,SAS,0,0.0,2024-02-14,TOR,DAL
151,2024-02-12,LAC,1,0.0,2024-02-14,MIN,GSW
150,2024-02-12,UTA,1,1.0,2024-02-14,GSW,LAL
149,2024-02-12,DAL,1,1.0,2024-02-14,WAS,SAS
148,2024-02-12,MIL,1,1.0,2024-02-13,DEN,MIA
726,2024-02-12,CHI,0,0.0,2024-02-14,ATL,CLE
146,2024-02-12,HOU,1,0.0,2024-02-14,NYK,MEM
145,2024-02-12,TOR,1,1.0,2024-02-14,SAS,IND
144,2024-02-12,ATL,1,0.0,2024-02-14,CHI,CHA
143,2024-02-12,CLE,1,1.0,2024-02-14,PHI,CHI
142,2024-02-12,CHA,1,1.0,2024-02-14,IND,ATL
736,2024-02-13,MIA,0,0.0,2024-02-14,MIL,PHI
735,2024-02-13,OKC,0,1.0,2024-02-22,ORL,LAC
734,2024-02-13,BOS,0,1.0,2024-02-14,BKN,BKN
737,2024-02-13,SAC,0,0.0,2024-02-14,PHX,DEN
153,2024-02-13,ORL,1,1.0,2024-02-14,OKC,NYK
739,2024-02-13,DET,0,0.0,2024-02-14,LAL,PHX
157,2024-02-13,LAL,1,0.0,2024-02-14,DET,UTA
156,2024-02-13,POR,1,1.0,2024-02-15,MIN,MIN
155,2024-02-13,PHX,1,1.0,2024-02-14,SAC,DET
154,2024-02-13,MIL,1,0.0,2024-02-15,MIA,MEM
738,2024-02-13,MIN,0,0.0,2024-02-15,POR,POR
152,2024-02-13,BKN,1,0.0,2024-02-14,BOS,BOS
751,2024-02-14,LAL,0,0.0,2024-02-22,UTA,GSW
752,2024-02-14,LAC,0,0.0,2024-02-22,GSW,OKC
748,2024-02-14,SAS,0,0.0,2024-02-22,DAL,SAC
750,2024-02-14,DET,0,0.0,2024-02-22,PHX,IND
749,2024-02-14,SAC,0,1.0,2024-02-22,DEN,SAS
170,2024-02-14,GSW,1,1.0,2024-02-22,LAC,LAL
741,2024-02-14,NYK,0,0.0,2024-02-22,ORL,PHI
158,2024-02-14,CHA,1,0.0,2024-02-22,ATL,UTA
159,2024-02-14,ORL,1,0.0,2024-02-22,NYK,CLE
160,2024-02-14,PHI,1,1.0,2024-02-22,MIA,NYK
161,2024-02-14,BOS,1,0.0,2024-02-22,BKN,CHI
162,2024-02-14,CLE,1,1.0,2024-02-22,CHI,ORL
740,2024-02-14,ATL,0,1.0,2024-02-23,CHA,TOR
164,2024-02-14,MEM,1,1.0,2024-02-15,HOU,MIL
165,2024-02-14,NOP,1,1.0,2024-02-22,WAS,HOU
166,2024-02-14,DAL,1,1.0,2024-02-22,SAS,PHX
167,2024-02-14,DEN,1,1.0,2024-02-22,SAC,WAS
163,2024-02-14,TOR,1,1.0,2024-02-22,IND,BKN
169,2024-02-14,UTA,1,1.0,2024-02-22,LAL,CHA
742,2024-02-14,MIA,0,0.0,2024-02-23,PHI,NOP
168,2024-02-14,PHX,1,0.0,2024-02-22,DET,DAL
747,2024-02-14,WAS,0,0.0,2024-02-22,NOP,DEN
746,2024-02-14,HOU,0,0.0,2024-02-22,MEM,NOP
745,2024-02-14,IND,0,1.0,2024-02-22,TOR,DET
744,2024-02-14,CHI,0,1.0,2024-02-22,CLE,BOS
743,2024-02-14,BKN,0,0.0,2024-02-22,BOS,TOR
753,2024-02-15,MIL,0,0.0,2024-02-23,MEM,MIN
754,2024-02-15,MIN,0,1.0,2024-02-23,POR,MIL
171,2024-02-15,MEM,1,1.0,2024-02-23,MIL,LAC
172,2024-02-15,POR,1,1.0,2024-02-23,MIN,DEN
755,2024-02-22,ORL,0,0.0,2024-02-24,CLE,DET
756,2024-02-22,DET,0,1.0,2024-02-24,IND,ORL
764,2024-02-22,CHA,0,0.0,2024-02-23,UTA,GSW
757,2024-02-22,NYK,0,1.0,2024-02-24,PHI,BOS
758,2024-02-22,BKN,0,0.0,2024-02-24,TOR,MIN
759,2024-02-22,PHX,0,0.0,2024-02-23,DAL,HOU
760,2024-02-22,BOS,0,0.0,2024-02-24,CHI,NYK
761,2024-02-22,HOU,0,1.0,2024-02-23,NOP,PHX
762,2024-02-22,LAC,0,0.0,2024-02-23,OKC,MEM
763,2024-02-22,WAS,0,0.0,2024-02-23,DEN,OKC
179,2024-02-22,NOP,1,1.0,2024-02-23,HOU,MIA
175,2024-02-22,PHI,1,1.0,2024-02-23,NYK,CLE
176,2024-02-22,TOR,1,0.0,2024-02-23,BKN,ATL
177,2024-02-22,DAL,1,0.0,2024-02-25,PHX,IND
178,2024-02-22,CHI,1,0.0,2024-02-25,BOS,NOP
180,2024-02-22,OKC,1,1.0,2024-02-23,LAC,WAS
181,2024-02-22,DEN,1,0.0,2024-02-23,WAS,POR
182,2024-02-22,UTA,1,1.0,2024-02-25,CHA,SAS
183,2024-02-22,GSW,1,1.0,2024-02-23,LAL,CHA
174,2024-02-22,IND,1,1.0,2024-02-25,DET,DAL
184,2024-02-22,SAC,1,0.0,2024-02-25,SAS,LAC
765,2024-02-22,LAL,0,1.0,2024-02-23,GSW,SAS
766,2024-02-22,SAS,0,0.0,2024-02-23,SAC,LAL
173,2024-02-22,CLE,1,0.0,2024-02-23,ORL,PHI
186,2024-02-23,PHI,1,1.0,2024-02-25,CLE,MIL
187,2024-02-23,HOU,1,1.0,2024-02-25,PHX,OKC
188,2024-02-23,MEM,1,1.0,2024-02-26,LAC,BKN
190,2024-02-23,OKC,1,0.0,2024-02-25,WAS,HOU
194,2024-02-23,LAL,1,0.0,2024-02-25,SAS,PHX
193,2024-02-23,POR,1,1.0,2024-02-25,DEN,CHA
192,2024-02-23,NOP,1,1.0,2024-02-25,MIA,CHI
191,2024-02-23,GSW,1,1.0,2024-02-25,CHA,DEN
185,2024-02-23,ATL,1,1.0,2024-02-25,TOR,ORL
767,2024-02-23,TOR,0,0.0,2024-02-26,ATL,IND
189,2024-02-23,MIN,1,1.0,2024-02-24,MIL,BKN
768,2024-02-23,CLE,0,0.0,2024-02-25,PHI,WAS
769,2024-02-23,PHX,0,1.0,2024-02-25,HOU,LAL
770,2024-02-23,LAC,0,1.0,2024-02-25,MEM,SAC
771,2024-02-23,MIL,0,0.0,2024-02-25,MIN,PHI
772,2024-02-23,WAS,0,1.0,2024-02-25,OKC,CLE
773,2024-02-23,CHA,0,0.0,2024-02-25,GSW,POR
774,2024-02-23,MIA,0,0.0,2024-02-26,NOP,SAC
775,2024-02-23,DEN,0,0.0,2024-02-25,POR,GSW
776,2024-02-23,SAS,0,0.0,2024-02-25,LAL,UTA
777,2024-02-24,ORL,0,0.0,2024-02-25,DET,ATL
779,2024-02-24,BOS,0,1.0,2024-02-27,NYK,PHI
197,2024-02-24,NYK,1,1.0,2024-02-26,BOS,DET
196,2024-02-24,MIN,1,1.0,2024-02-27,BKN,SAS
195,2024-02-24,DET,1,0.0,2024-02-26,ORL,NYK
